"HiddenUnit1Encoding,","HiddenUnit2Encoding,","HiddenUnit3Encoding,"
0.62936,0.63856,0.57808
0.62918,0.63858,0.57779
0.62901,0.6386,0.5775
0.62883,0.63861,0.57721
0.62865,0.63863,0.57691
0.62848,0.63865,0.57662
0.6283,0.63867,0.57632
0.62812,0.63869,0.57602
0.62794,0.63871,0.57572
0.62777,0.63873,0.57542
0.62759,0.63875,0.57512
0.62741,0.63878,0.57481
0.62723,0.6388,0.57451
0.62705,0.63882,0.5742
0.62687,0.63885,0.57389
0.62669,0.63887,0.57358
0.62651,0.6389,0.57327
0.62633,0.63892,0.57296
0.62615,0.63895,0.57264
0.62597,0.63898,0.57233
0.62579,0.639,0.57201
0.62561,0.63903,0.57169
0.62543,0.63906,0.57137
0.62525,0.63909,0.57105
0.62506,0.63912,0.57072
0.62488,0.63915,0.5704
0.6247,0.63919,0.57007
0.62452,0.63922,0.56974
0.62433,0.63925,0.56941
0.62415,0.63929,0.56907
0.62396,0.63932,0.56874
0.62378,0.63935,0.5684
0.6236,0.63939,0.56807
0.62341,0.63943,0.56773
0.62323,0.63946,0.56738
0.62304,0.6395,0.56704
0.62285,0.63954,0.5667
0.62267,0.63958,0.56635
0.62248,0.63962,0.566
0.62229,0.63966,0.56565
0.62211,0.6397,0.56529
0.62192,0.63974,0.56494
0.62173,0.63979,0.56458
0.62154,0.63983,0.56422
0.62135,0.63987,0.56386
0.62116,0.63992,0.5635
0.62097,0.63996,0.56314
0.62078,0.64001,0.56277
0.62059,0.64005,0.5624
0.6204,0.6401,0.56203
0.62021,0.64015,0.56166
0.62002,0.6402,0.56128
0.61982,0.64025,0.5609
0.61963,0.6403,0.56052
0.61944,0.64035,0.56014
0.61924,0.6404,0.55976
0.61905,0.64045,0.55937
0.61885,0.6405,0.55898
0.61866,0.64056,0.55859
0.61846,0.64061,0.5582
0.61827,0.64067,0.5578
0.61807,0.64072,0.55741
0.61787,0.64078,0.557
0.61767,0.64084,0.5566
0.61748,0.64089,0.5562
0.61728,0.64095,0.55579
0.61708,0.64101,0.55538
0.61688,0.64107,0.55497
0.61667,0.64113,0.55455
0.61647,0.64119,0.55413
0.61627,0.64125,0.55371
0.61607,0.64132,0.55329
0.61586,0.64138,0.55287
0.61566,0.64144,0.55244
0.61546,0.64151,0.55201
0.61525,0.64157,0.55158
0.61504,0.64164,0.55114
0.61484,0.64171,0.5507
0.61463,0.64177,0.55026
0.61442,0.64184,0.54982
0.61421,0.64191,0.54937
0.614,0.64198,0.54892
0.61379,0.64205,0.54847
0.61358,0.64212,0.54801
0.61337,0.64219,0.54755
0.61316,0.64227,0.54709
0.61294,0.64234,0.54663
0.61273,0.64241,0.54616
0.61252,0.64249,0.54569
0.6123,0.64256,0.54522
0.61208,0.64264,0.54474
0.61187,0.64272,0.54426
0.61165,0.6428,0.54378
0.61143,0.64287,0.54329
0.61121,0.64295,0.5428
0.61099,0.64303,0.54231
0.61077,0.64312,0.54182
0.61054,0.6432,0.54132
0.61032,0.64328,0.54081
0.6101,0.64336,0.54031
0.60987,0.64345,0.5398
0.60965,0.64353,0.53929
0.60942,0.64362,0.53877
0.60919,0.64371,0.53826
0.60896,0.64379,0.53773
0.60873,0.64388,0.53721
0.6085,0.64397,0.53668
0.60827,0.64406,0.53615
0.60804,0.64415,0.53561
0.6078,0.64425,0.53507
0.60757,0.64434,0.53453
0.60733,0.64443,0.53398
0.60709,0.64453,0.53343
0.60685,0.64462,0.53287
0.60661,0.64472,0.53232
0.60637,0.64482,0.53175
0.60613,0.64492,0.53119
0.60589,0.64502,0.53062
0.60564,0.64512,0.53005
0.6054,0.64522,0.52947
0.60515,0.64532,0.52889
0.60491,0.64543,0.5283
0.60466,0.64553,0.52771
0.60441,0.64564,0.52712
0.60415,0.64575,0.52652
0.6039,0.64585,0.52592
0.60365,0.64596,0.52532
0.60339,0.64607,0.52471
0.60314,0.64619,0.52409
0.60288,0.6463,0.52348
0.60262,0.64641,0.52286
0.60236,0.64653,0.52223
0.6021,0.64665,0.5216
0.60183,0.64676,0.52097
0.60157,0.64688,0.52033
0.6013,0.647,0.51968
0.60103,0.64713,0.51904
0.60076,0.64725,0.51839
0.60049,0.64738,0.51773
0.60022,0.6475,0.51707
0.59995,0.64763,0.51641
0.59967,0.64776,0.51574
0.59939,0.64789,0.51506
0.59912,0.64802,0.51439
0.59883,0.64816,0.5137
0.59855,0.64829,0.51302
0.59827,0.64843,0.51233
0.59798,0.64857,0.51163
0.5977,0.64871,0.51093
0.59741,0.64886,0.51022
0.59712,0.649,0.50952
0.59683,0.64915,0.5088
0.59653,0.6493,0.50808
0.59624,0.64945,0.50736
0.59594,0.6496,0.50663
0.59564,0.64975,0.5059
0.59534,0.64991,0.50516
0.59504,0.65007,0.50442
0.59473,0.65023,0.50367
0.59442,0.6504,0.50292
0.59412,0.65056,0.50217
0.59381,0.65073,0.50141
0.59349,0.6509,0.50064
0.59318,0.65107,0.49987
0.59286,0.65125,0.4991
0.59254,0.65143,0.49832
0.59222,0.65161,0.49753
0.5919,0.65179,0.49674
0.59158,0.65198,0.49595
0.59125,0.65217,0.49515
0.59092,0.65236,0.49435
0.59059,0.65256,0.49354
0.59026,0.65275,0.49273
0.58992,0.65296,0.49191
0.58958,0.65316,0.49109
0.58924,0.65337,0.49027
0.5889,0.65358,0.48944
0.58856,0.65379,0.4886
0.58821,0.65401,0.48776
0.58786,0.65423,0.48692
0.58751,0.65446,0.48607
0.58716,0.65469,0.48522
0.5868,0.65492,0.48436
0.58644,0.65515,0.4835
0.58608,0.65539,0.48264
0.58572,0.65564,0.48177
0.58535,0.65589,0.4809
0.58499,0.65614,0.48002
0.58462,0.65639,0.47914
0.58424,0.65665,0.47825
0.58387,0.65692,0.47736
0.58349,0.65719,0.47647
0.58311,0.65746,0.47557
0.58273,0.65774,0.47467
0.58234,0.65802,0.47377
0.58196,0.65831,0.47286
0.58157,0.65861,0.47195
0.58117,0.6589,0.47103
0.58078,0.65921,0.47012
0.58038,0.65951,0.4692
0.57998,0.65983,0.46827
0.57958,0.66014,0.46734
0.57917,0.66047,0.46641
0.57876,0.6608,0.46548
0.57835,0.66113,0.46455
0.57794,0.66147,0.46361
0.57752,0.66181,0.46267
0.57711,0.66216,0.46173
0.57669,0.66252,0.46078
0.57626,0.66288,0.45984
0.57584,0.66325,0.45889
0.57541,0.66363,0.45794
0.57498,0.66401,0.45699
0.57454,0.66439,0.45603
0.57411,0.66478,0.45508
0.57367,0.66518,0.45412
0.57322,0.66559,0.45317
0.57278,0.666,0.45221
0.57233,0.66641,0.45125
0.57188,0.66684,0.4503
0.57143,0.66727,0.44934
0.57098,0.6677,0.44838
0.57052,0.66815,0.44743
0.57006,0.6686,0.44647
0.5696,0.66905,0.44551
0.56914,0.66951,0.44456
0.56867,0.66998,0.44361
0.5682,0.67046,0.44265
0.56773,0.67094,0.4417
0.56726,0.67143,0.44075
0.56679,0.67192,0.43981
0.56631,0.67242,0.43886
0.56583,0.67293,0.43792
0.56535,0.67345,0.43698
0.56487,0.67397,0.43605
0.56438,0.6745,0.43511
0.56389,0.67503,0.43419
0.5634,0.67557,0.43326
0.56291,0.67612,0.43234
0.56242,0.67667,0.43142
0.56192,0.67723,0.43051
0.56143,0.6778,0.42961
0.56093,0.67837,0.4287
0.56043,0.67895,0.42781
0.55993,0.67953,0.42692
0.55943,0.68012,0.42603
0.55892,0.68072,0.42516
0.55842,0.68132,0.42429
0.55791,0.68193,0.42342
0.55741,0.68254,0.42257
0.5569,0.68316,0.42172
0.55639,0.68379,0.42088
0.55588,0.68442,0.42005
0.55537,0.68505,0.41922
0.55486,0.68569,0.41841
0.55435,0.68634,0.4176
0.55383,0.68699,0.4168
0.55332,0.68765,0.41602
0.55281,0.68831,0.41524
0.5523,0.68897,0.41447
0.55178,0.68964,0.41371
0.55127,0.69031,0.41297
0.55076,0.69099,0.41223
0.55025,0.69167,0.41151
0.54973,0.69236,0.4108
0.54922,0.69304,0.4101
0.54871,0.69374,0.40941
0.5482,0.69443,0.40873
0.54769,0.69513,0.40807
0.54718,0.69583,0.40742
0.54668,0.69653,0.40678
0.54617,0.69724,0.40616
0.54566,0.69795,0.40555
0.54516,0.69866,0.40495
0.54466,0.69937,0.40437
0.54416,0.70008,0.4038
0.54366,0.7008,0.40324
0.54317,0.70151,0.4027
0.54267,0.70223,0.40218
0.54218,0.70295,0.40166
0.54169,0.70367,0.40117
0.54121,0.70439,0.40069
0.54072,0.70511,0.40022
0.54024,0.70583,0.39977
0.53977,0.70655,0.39933
0.53929,0.70727,0.39891
0.53882,0.70799,0.39851
0.53835,0.70871,0.39812
0.53789,0.70943,0.39774
0.53743,0.71015,0.39738
0.53698,0.71086,0.39704
0.53652,0.71158,0.39671
0.53608,0.71229,0.3964
0.53563,0.713,0.3961
0.5352,0.71371,0.39582
0.53476,0.71442,0.39556
0.53433,0.71512,0.39531
0.53391,0.71582,0.39508
0.53349,0.71652,0.39486
0.53308,0.71722,0.39465
0.53267,0.71791,0.39447
0.53227,0.7186,0.39429
0.53188,0.71929,0.39413
0.53149,0.71997,0.39399
0.53111,0.72065,0.39386
0.53073,0.72133,0.39375
0.53036,0.722,0.39365
0.53,0.72266,0.39356
0.52964,0.72333,0.39349
0.5293,0.72398,0.39343
0.52896,0.72464,0.39339
0.52862,0.72528,0.39336
0.5283,0.72593,0.39334
0.52798,0.72656,0.39333
0.52767,0.7272,0.39334
0.52737,0.72782,0.39336
0.52708,0.72845,0.39339
0.5268,0.72906,0.39343
0.52653,0.72967,0.39348
0.52626,0.73027,0.39355
0.52601,0.73087,0.39362
0.52576,0.73146,0.3937
0.52553,0.73205,0.3938
0.5253,0.73263,0.3939
0.52509,0.7332,0.39401
0.52489,0.73376,0.39413
0.52469,0.73432,0.39426
0.52451,0.73487,0.3944
0.52434,0.73542,0.39454
0.52418,0.73595,0.39469
0.52404,0.73648,0.39485
0.5239,0.737,0.39501
0.52378,0.73752,0.39518
0.52367,0.73802,0.39535
0.52357,0.73852,0.39552
0.52349,0.73901,0.3957
0.52341,0.7395,0.39589
0.52336,0.73997,0.39607
0.52331,0.74044,0.39626
0.52328,0.7409,0.39645
0.52326,0.74135,0.39665
0.52326,0.74179,0.39684
0.52327,0.74222,0.39703
0.5233,0.74265,0.39722
0.52334,0.74306,0.39742
0.5234,0.74347,0.39761
0.52347,0.74387,0.3978
0.52356,0.74426,0.39798
0.52366,0.74464,0.39817
0.52378,0.74501,0.39835
0.52392,0.74537,0.39852
0.52407,0.74572,0.39869
0.52424,0.74607,0.39886
0.52443,0.7464,0.39902
0.52463,0.74672,0.39917
0.52486,0.74704,0.39932
0.52509,0.74734,0.39946
0.52535,0.74763,0.39959
0.52562,0.74792,0.39972
0.52592,0.74819,0.39984
0.52622,0.74845,0.39994
0.52655,0.74871,0.40004
0.5269,0.74895,0.40013
0.52726,0.74918,0.4002
0.52765,0.74941,0.40027
0.52805,0.74962,0.40032
0.52847,0.74982,0.40037
0.52891,0.75001,0.4004
0.52936,0.75019,0.40041
0.52984,0.75036,0.40042
0.53033,0.75052,0.40041
0.53085,0.75066,0.40039
0.53138,0.7508,0.40036
0.53193,0.75092,0.40031
0.5325,0.75103,0.40024
0.53309,0.75114,0.40016
0.53369,0.75123,0.40007
0.53432,0.75131,0.39996
0.53496,0.75137,0.39984
0.53562,0.75143,0.3997
0.5363,0.75147,0.39955
0.53699,0.75151,0.39938
0.53771,0.75153,0.3992
0.53844,0.75154,0.399
0.53919,0.75154,0.39878
0.53995,0.75152,0.39855
0.54073,0.7515,0.3983
0.54153,0.75146,0.39804
0.54234,0.75141,0.39776
0.54317,0.75135,0.39747
0.54401,0.75128,0.39717
0.54487,0.75119,0.39684
0.54574,0.7511,0.39651
0.54663,0.75099,0.39616
0.54752,0.75087,0.39579
0.54844,0.75074,0.39541
0.54936,0.75059,0.39502
0.5503,0.75044,0.39462
0.55125,0.75027,0.3942
0.55221,0.7501,0.39377
0.55318,0.74991,0.39332
0.55416,0.74971,0.39287
0.55515,0.74949,0.3924
0.55615,0.74927,0.39193
0.55715,0.74904,0.39144
0.55817,0.74879,0.39094
0.55919,0.74854,0.39044
0.56022,0.74827,0.38992
0.56125,0.748,0.3894
0.56229,0.74771,0.38887
0.56334,0.74741,0.38833
0.56439,0.74711,0.38778
0.56545,0.74679,0.38723
0.5665,0.74646,0.38667
0.56756,0.74613,0.38611
0.56863,0.74578,0.38554
0.56969,0.74543,0.38497
0.57076,0.74506,0.38439
0.57182,0.74469,0.38381
0.57289,0.74431,0.38323
0.57396,0.74392,0.38265
0.57502,0.74352,0.38206
0.57609,0.74311,0.38148
0.57715,0.7427,0.38089
0.57821,0.74228,0.3803
0.57926,0.74185,0.37972
0.58032,0.74142,0.37913
0.58137,0.74097,0.37854
0.58241,0.74053,0.37796
0.58346,0.74007,0.37738
0.58449,0.73961,0.3768
0.58552,0.73914,0.37623
0.58655,0.73867,0.37566
0.58757,0.73819,0.37509
0.58858,0.73771,0.37453
0.58959,0.73722,0.37397
0.59059,0.73673,0.37342
0.59158,0.73623,0.37287
0.59256,0.73573,0.37233
0.59354,0.73523,0.37179
0.59451,0.73472,0.37126
0.59547,0.73421,0.37074
0.59642,0.7337,0.37022
0.59736,0.73318,0.36971
0.5983,0.73266,0.36921
0.59922,0.73214,0.36871
0.60014,0.73162,0.36823
0.60105,0.7311,0.36775
0.60194,0.73057,0.36728
0.60283,0.73004,0.36682
0.60371,0.72952,0.36636
0.60458,0.72899,0.36592
0.60543,0.72846,0.36548
0.60628,0.72793,0.36506
0.60712,0.7274,0.36464
0.60795,0.72687,0.36423
0.60877,0.72634,0.36383
0.60957,0.72581,0.36345
0.61037,0.72529,0.36307
0.61116,0.72476,0.3627
0.61193,0.72424,0.36234
0.6127,0.72372,0.36199
0.61345,0.72319,0.36165
0.6142,0.72268,0.36132
0.61493,0.72216,0.361
0.61565,0.72165,0.36069
0.61637,0.72113,0.36039
0.61707,0.72063,0.3601
0.61776,0.72012,0.35982
0.61845,0.71962,0.35955
0.61912,0.71912,0.35929
0.61978,0.71862,0.35905
0.62043,0.71813,0.35881
0.62108,0.71764,0.35858
0.62171,0.71716,0.35836
0.62233,0.71668,0.35815
0.62294,0.7162,0.35795
0.62354,0.71573,0.35777
0.62414,0.71527,0.35759
0.62472,0.71481,0.35742
0.62529,0.71435,0.35726
0.62586,0.7139,0.35711
0.62641,0.71345,0.35697
0.62696,0.71301,0.35684
0.62749,0.71258,0.35673
0.62802,0.71215,0.35662
0.62854,0.71173,0.35651
0.62905,0.71131,0.35642
0.62955,0.7109,0.35634
0.63004,0.71049,0.35627
0.63052,0.71009,0.3562
0.631,0.7097,0.35615
0.63146,0.70931,0.3561
0.63192,0.70894,0.35607
0.63237,0.70856,0.35604
0.63281,0.7082,0.35602
0.63324,0.70784,0.35601
0.63367,0.70749,0.356
0.63409,0.70714,0.35601
0.6345,0.7068,0.35602
0.6349,0.70647,0.35604
0.6353,0.70615,0.35607
0.63568,0.70583,0.35611
0.63607,0.70552,0.35615
0.63644,0.70522,0.3562
0.63681,0.70492,0.35626
0.63717,0.70464,0.35633
0.63752,0.70436,0.3564
0.63787,0.70409,0.35648
0.63821,0.70382,0.35657
0.63855,0.70357,0.35666
0.63888,0.70332,0.35676
0.6392,0.70308,0.35687
0.63952,0.70284,0.35698
0.63983,0.70262,0.3571
0.64013,0.7024,0.35723
0.64043,0.70219,0.35736
0.64073,0.70199,0.35749
0.64102,0.7018,0.35764
0.6413,0.70161,0.35778
0.64158,0.70143,0.35794
0.64185,0.70127,0.3581
0.64212,0.7011,0.35826
0.64239,0.70095,0.35843
0.64265,0.7008,0.3586
0.64291,0.70067,0.35878
0.64316,0.70054,0.35896
0.6434,0.70042,0.35915
0.64365,0.7003,0.35934
0.64389,0.7002,0.35954
0.64412,0.7001,0.35974
0.64435,0.70001,0.35994
0.64458,0.69993,0.36015
0.64481,0.69985,0.36036
0.64503,0.69979,0.36058
0.64524,0.69973,0.3608
0.64546,0.69968,0.36102
0.64567,0.69964,0.36125
0.64588,0.6996,0.36148
0.64608,0.69957,0.36171
0.64628,0.69956,0.36194
0.64648,0.69954,0.36218
0.64668,0.69954,0.36242
0.64687,0.69954,0.36267
0.64706,0.69956,0.36291
0.64725,0.69958,0.36316
0.64744,0.6996,0.36341
0.64762,0.69964,0.36367
0.6478,0.69968,0.36392
0.64798,0.69973,0.36418
0.64816,0.69979,0.36444
0.64834,0.69985,0.3647
0.64851,0.69992,0.36497
0.64868,0.7,0.36523
0.64886,0.70009,0.3655
0.64902,0.70018,0.36577
0.64919,0.70028,0.36604
0.64936,0.70039,0.36631
0.64952,0.7005,0.36659
0.64968,0.70062,0.36686
0.64985,0.70075,0.36714
0.65001,0.70089,0.36742
0.65017,0.70103,0.3677
0.65032,0.70118,0.36798
0.65048,0.70133,0.36826
0.65064,0.7015,0.36854
0.65079,0.70166,0.36883
0.65095,0.70184,0.36911
0.6511,0.70202,0.3694
0.65125,0.70221,0.36968
0.65141,0.70241,0.36997
0.65156,0.70261,0.37026
0.65171,0.70282,0.37055
0.65186,0.70303,0.37084
0.65201,0.70325,0.37113
0.65216,0.70348,0.37142
0.65231,0.70371,0.37171
0.65246,0.70395,0.37201
0.65261,0.70419,0.3723
0.65276,0.70444,0.37259
0.6529,0.7047,0.37289
0.65305,0.70496,0.37318
0.6532,0.70523,0.37347
0.65335,0.7055,0.37377
0.6535,0.70578,0.37407
0.65364,0.70607,0.37436
0.65379,0.70636,0.37466
0.65394,0.70665,0.37496
0.65409,0.70695,0.37525
0.65424,0.70726,0.37555
0.65438,0.70757,0.37585
0.65453,0.70789,0.37615
0.65468,0.70821,0.37644
0.65483,0.70854,0.37674
0.65498,0.70887,0.37704
0.65513,0.70921,0.37734
0.65528,0.70955,0.37764
0.65543,0.7099,0.37794
0.65559,0.71025,0.37824
0.65574,0.71061,0.37854
0.65589,0.71097,0.37884
0.65604,0.71134,0.37914
0.6562,0.71171,0.37944
0.65635,0.71209,0.37975
0.65651,0.71247,0.38005
0.65666,0.71285,0.38035
0.65682,0.71324,0.38065
0.65698,0.71364,0.38095
0.65714,0.71404,0.38126
0.65729,0.71444,0.38156
0.65745,0.71485,0.38186
0.65762,0.71526,0.38217
0.65778,0.71567,0.38247
0.65794,0.71609,0.38278
0.6581,0.71652,0.38308
0.65827,0.71695,0.38339
0.65843,0.71738,0.38369
0.6586,0.71781,0.384
0.65877,0.71825,0.3843
0.65893,0.7187,0.38461
0.6591,0.71914,0.38492
0.65927,0.7196,0.38523
0.65945,0.72005,0.38553
0.65962,0.72051,0.38584
0.65979,0.72097,0.38615
0.65997,0.72144,0.38646
0.66014,0.72191,0.38677
0.66032,0.72238,0.38708
0.6605,0.72286,0.38739
0.66068,0.72334,0.38771
0.66086,0.72382,0.38802
0.66104,0.72431,0.38833
0.66123,0.7248,0.38865
0.66141,0.72529,0.38896
0.6616,0.72579,0.38928
0.66179,0.72629,0.38959
0.66198,0.72679,0.38991
0.66217,0.7273,0.39023
0.66236,0.72781,0.39054
0.66255,0.72832,0.39086
0.66275,0.72884,0.39118
0.66295,0.72936,0.3915
0.66314,0.72988,0.39182
0.66334,0.7304,0.39215
0.66354,0.73093,0.39247
0.66375,0.73146,0.3928
0.66395,0.732,0.39312
0.66416,0.73253,0.39345
0.66436,0.73307,0.39377
0.66457,0.73361,0.3941
0.66478,0.73416,0.39443
0.665,0.7347,0.39476
0.66521,0.73525,0.39509
0.66542,0.73581,0.39543
0.66564,0.73636,0.39576
0.66586,0.73692,0.3961
0.66608,0.73748,0.39643
0.6663,0.73804,0.39677
0.66653,0.73861,0.39711
0.66675,0.73918,0.39745
0.66698,0.73975,0.39779
0.66721,0.74032,0.39813
0.66744,0.7409,0.39848
0.66767,0.74147,0.39882
0.66791,0.74205,0.39917
0.66814,0.74264,0.39952
0.66838,0.74322,0.39987
0.66862,0.74381,0.40022
0.66886,0.7444,0.40057
0.66911,0.74499,0.40093
0.66935,0.74558,0.40128
0.6696,0.74618,0.40164
0.66985,0.74678,0.402
0.6701,0.74738,0.40236
0.67035,0.74798,0.40272
0.67061,0.74858,0.40309
0.67086,0.74919,0.40345
0.67112,0.7498,0.40382
0.67138,0.75041,0.40419
0.67165,0.75102,0.40456
0.67191,0.75163,0.40493
0.67218,0.75225,0.40531
0.67245,0.75287,0.40568
0.67272,0.75349,0.40606
0.67299,0.75411,0.40644
0.67327,0.75474,0.40683
0.67354,0.75536,0.40721
0.67382,0.75599,0.4076
0.6741,0.75662,0.40798
0.67439,0.75725,0.40837
0.67467,0.75788,0.40877
0.67496,0.75852,0.40916
0.67525,0.75915,0.40956
0.67554,0.75979,0.40996
0.67583,0.76043,0.41036
0.67613,0.76107,0.41076
0.67643,0.76171,0.41117
0.67673,0.76236,0.41157
0.67703,0.76301,0.41198
0.67733,0.76365,0.4124
0.67764,0.7643,0.41281
0.67795,0.76495,0.41323
0.67826,0.76561,0.41365
0.67857,0.76626,0.41407
0.67889,0.76691,0.41449
0.6792,0.76757,0.41492
0.67952,0.76823,0.41535
0.67985,0.76889,0.41578
0.68017,0.76955,0.41621
0.6805,0.77021,0.41665
0.68083,0.77087,0.41709
0.68116,0.77154,0.41753
0.68149,0.77221,0.41797
0.68183,0.77287,0.41842
0.68216,0.77354,0.41887
0.68251,0.77421,0.41932
0.68285,0.77488,0.41978
0.68319,0.77555,0.42023
0.68354,0.77623,0.42069
0.68389,0.7769,0.42116
0.68424,0.77758,0.42162
0.6846,0.77826,0.42209
0.68495,0.77893,0.42256
0.68531,0.77961,0.42304
0.68567,0.78029,0.42351
0.68604,0.78097,0.42399
0.6864,0.78165,0.42448
0.68677,0.78234,0.42496
0.68714,0.78302,0.42545
0.68752,0.78371,0.42594
0.68789,0.78439,0.42644
0.68827,0.78508,0.42694
0.68865,0.78577,0.42744
0.68904,0.78645,0.42794
0.68942,0.78714,0.42845
0.68981,0.78783,0.42896
0.6902,0.78852,0.42947
0.6906,0.78921,0.42999
0.69099,0.78991,0.43051
0.69139,0.7906,0.43104
0.69179,0.79129,0.43156
0.69219,0.79199,0.43209
0.6926,0.79268,0.43263
0.69301,0.79338,0.43316
0.69342,0.79407,0.4337
0.69383,0.79477,0.43425
0.69425,0.79547,0.43479
0.69467,0.79616,0.43534
0.69509,0.79686,0.4359
0.69551,0.79756,0.43645
0.69594,0.79826,0.43702
0.69637,0.79896,0.43758
0.6968,0.79966,0.43815
0.69724,0.80036,0.43872
0.69767,0.80106,0.43929
0.69811,0.80176,0.43987
0.69855,0.80246,0.44046
0.699,0.80316,0.44104
0.69945,0.80386,0.44163
0.6999,0.80456,0.44223
0.70035,0.80526,0.44282
0.70081,0.80597,0.44343
0.70126,0.80667,0.44403
0.70172,0.80737,0.44464
0.70219,0.80807,0.44525
0.70265,0.80877,0.44587
0.70312,0.80948,0.44649
0.7036,0.81018,0.44712
0.70407,0.81088,0.44774
0.70455,0.81158,0.44838
0.70503,0.81228,0.44901
0.70551,0.81299,0.44966
0.706,0.81369,0.4503
0.70648,0.81439,0.45095
0.70697,0.81509,0.4516
0.70747,0.81579,0.45226
0.70797,0.81649,0.45292
0.70846,0.81719,0.45359
0.70897,0.81789,0.45426
0.70947,0.81859,0.45493
0.70998,0.81929,0.45561
0.71049,0.81999,0.4563
0.711,0.82069,0.45698
0.71152,0.82139,0.45768
0.71204,0.82209,0.45837
0.71256,0.82279,0.45908
0.71309,0.82348,0.45978
0.71361,0.82418,0.46049
0.71414,0.82487,0.46121
0.71468,0.82557,0.46193
0.71521,0.82626,0.46265
0.71575,0.82696,0.46338
0.71629,0.82765,0.46411
0.71684,0.82834,0.46485
0.71739,0.82904,0.4656
0.71794,0.82973,0.46634
0.71849,0.83042,0.4671
0.71905,0.83111,0.46786
0.7196,0.8318,0.46862
0.72017,0.83248,0.46939
0.72073,0.83317,0.47016
