"HiddenUnit1Encoding,","HiddenUnit2Encoding,","HiddenUnit3Encoding,"
0.63806,0.5992,0.59927
0.63802,0.59884,0.59927
0.63798,0.59848,0.59927
0.63794,0.59811,0.59927
0.63789,0.59775,0.59926
0.63785,0.59737,0.59926
0.63781,0.597,0.59925
0.63776,0.59662,0.59924
0.63772,0.59624,0.59923
0.63767,0.59586,0.59922
0.63762,0.59547,0.59921
0.63757,0.59508,0.5992
0.63753,0.59469,0.59919
0.63748,0.59429,0.59918
0.63743,0.5939,0.59916
0.63738,0.5935,0.59915
0.63733,0.5931,0.59913
0.63728,0.59269,0.59912
0.63723,0.59229,0.5991
0.63718,0.59188,0.59909
0.63713,0.59146,0.59907
0.63708,0.59105,0.59905
0.63703,0.59063,0.59904
0.63698,0.59022,0.59902
0.63693,0.58979,0.599
0.63688,0.58937,0.59898
0.63683,0.58894,0.59897
0.63678,0.58852,0.59895
0.63673,0.58808,0.59893
0.63668,0.58765,0.59891
0.63663,0.58721,0.59889
0.63659,0.58678,0.59888
0.63654,0.58634,0.59886
0.63649,0.58589,0.59884
0.63644,0.58545,0.59882
0.63639,0.585,0.59881
0.63635,0.58455,0.59879
0.6363,0.58409,0.59877
0.63626,0.58364,0.59875
0.63621,0.58318,0.59874
0.63616,0.58272,0.59872
0.63612,0.58225,0.5987
0.63607,0.58179,0.59869
0.63603,0.58132,0.59867
0.63599,0.58085,0.59865
0.63594,0.58037,0.59864
0.6359,0.5799,0.59862
0.63586,0.57942,0.59861
0.63582,0.57894,0.59859
0.63577,0.57845,0.59858
0.63573,0.57796,0.59856
0.63569,0.57747,0.59855
0.63565,0.57698,0.59853
0.63561,0.57648,0.59852
0.63557,0.57598,0.5985
0.63554,0.57548,0.59849
0.6355,0.57497,0.59848
0.63546,0.57447,0.59846
0.63542,0.57395,0.59845
0.63539,0.57344,0.59844
0.63535,0.57292,0.59843
0.63532,0.5724,0.59842
0.63528,0.57188,0.5984
0.63525,0.57135,0.59839
0.63522,0.57082,0.59838
0.63518,0.57029,0.59837
0.63515,0.56975,0.59836
0.63512,0.56921,0.59835
0.63509,0.56867,0.59834
0.63506,0.56812,0.59834
0.63503,0.56757,0.59833
0.635,0.56702,0.59832
0.63497,0.56646,0.59831
0.63494,0.5659,0.5983
0.63492,0.56534,0.5983
0.63489,0.56477,0.59829
0.63487,0.5642,0.59829
0.63484,0.56363,0.59828
0.63482,0.56305,0.59828
0.63479,0.56247,0.59827
0.63477,0.56188,0.59827
0.63475,0.56129,0.59826
0.63472,0.5607,0.59826
0.6347,0.5601,0.59826
0.63468,0.5595,0.59825
0.63466,0.5589,0.59825
0.63464,0.55829,0.59825
0.63463,0.55767,0.59825
0.63461,0.55706,0.59825
0.63459,0.55644,0.59825
0.63458,0.55581,0.59825
0.63456,0.55518,0.59825
0.63455,0.55455,0.59825
0.63453,0.55391,0.59825
0.63452,0.55327,0.59826
0.63451,0.55262,0.59826
0.63449,0.55197,0.59826
0.63448,0.55132,0.59827
0.63447,0.55066,0.59827
0.63446,0.54999,0.59827
0.63445,0.54932,0.59828
0.63445,0.54865,0.59829
0.63444,0.54797,0.59829
0.63443,0.54729,0.5983
0.63443,0.5466,0.59831
0.63442,0.54591,0.59831
0.63442,0.54521,0.59832
0.63442,0.54451,0.59833
0.63441,0.54381,0.59834
0.63441,0.54309,0.59835
0.63441,0.54238,0.59836
0.63441,0.54166,0.59837
0.63441,0.54093,0.59838
0.63441,0.5402,0.5984
0.63442,0.53946,0.59841
0.63442,0.53872,0.59842
0.63442,0.53797,0.59844
0.63443,0.53722,0.59845
0.63443,0.53646,0.59847
0.63444,0.5357,0.59848
0.63445,0.53493,0.5985
0.63446,0.53415,0.59851
0.63447,0.53337,0.59853
0.63448,0.53259,0.59855
0.63449,0.5318,0.59857
0.6345,0.531,0.59859
0.63451,0.5302,0.59861
0.63453,0.52939,0.59863
0.63454,0.52858,0.59865
0.63456,0.52775,0.59867
0.63457,0.52693,0.59869
0.63459,0.5261,0.59871
0.63461,0.52526,0.59874
0.63463,0.52441,0.59876
0.63465,0.52356,0.59879
0.63467,0.52271,0.59881
0.63469,0.52184,0.59884
0.63471,0.52098,0.59886
0.63473,0.5201,0.59889
0.63476,0.51922,0.59892
0.63478,0.51833,0.59894
0.63481,0.51743,0.59897
0.63484,0.51653,0.599
0.63487,0.51563,0.59903
0.6349,0.51471,0.59906
0.63493,0.51379,0.59909
0.63496,0.51286,0.59913
0.63499,0.51193,0.59916
0.63502,0.51099,0.59919
0.63506,0.51004,0.59923
0.63509,0.50908,0.59926
0.63513,0.50812,0.5993
0.63517,0.50715,0.59933
0.6352,0.50617,0.59937
0.63524,0.50519,0.5994
0.63528,0.5042,0.59944
0.63532,0.5032,0.59948
0.63536,0.5022,0.59952
0.63541,0.50118,0.59956
0.63545,0.50016,0.5996
0.6355,0.49914,0.59964
0.63554,0.4981,0.59968
0.63559,0.49706,0.59972
0.63564,0.49601,0.59977
0.63569,0.49495,0.59981
0.63574,0.49389,0.59985
0.63579,0.49282,0.5999
0.63584,0.49174,0.59994
0.63589,0.49065,0.59999
0.63595,0.48955,0.60004
0.636,0.48845,0.60008
0.63606,0.48734,0.60013
0.63612,0.48622,0.60018
0.63617,0.48509,0.60023
0.63623,0.48396,0.60028
0.63629,0.48281,0.60033
0.63636,0.48166,0.60038
0.63642,0.4805,0.60043
0.63648,0.47934,0.60049
0.63655,0.47816,0.60054
0.63661,0.47698,0.6006
0.63668,0.47579,0.60065
0.63675,0.47459,0.60071
0.63682,0.47338,0.60076
0.63689,0.47217,0.60082
0.63696,0.47094,0.60088
0.63703,0.46971,0.60094
0.6371,0.46847,0.60099
0.63718,0.46722,0.60105
0.63725,0.46596,0.60111
0.63733,0.4647,0.60118
0.63741,0.46342,0.60124
0.63748,0.46214,0.6013
0.63756,0.46085,0.60136
0.63765,0.45955,0.60143
0.63773,0.45825,0.60149
0.63781,0.45693,0.60156
0.63789,0.45561,0.60162
0.63798,0.45428,0.60169
0.63807,0.45294,0.60176
0.63815,0.45159,0.60183
0.63824,0.45023,0.6019
0.63833,0.44887,0.60197
0.63842,0.4475,0.60204
0.63851,0.44612,0.60211
0.63861,0.44473,0.60218
0.6387,0.44333,0.60225
0.63879,0.44192,0.60233
0.63889,0.44051,0.6024
0.63899,0.43909,0.60248
0.63909,0.43766,0.60255
0.63919,0.43622,0.60263
0.63929,0.43478,0.60271
0.63939,0.43333,0.60278
0.63949,0.43186,0.60286
0.63959,0.4304,0.60294
0.6397,0.42892,0.60302
0.63981,0.42744,0.60311
0.63991,0.42595,0.60319
0.64002,0.42445,0.60327
0.64013,0.42294,0.60336
0.64024,0.42143,0.60344
0.64035,0.41991,0.60353
0.64046,0.41838,0.60362
0.64058,0.41685,0.6037
0.64069,0.4153,0.60379
0.64081,0.41376,0.60388
0.64093,0.4122,0.60397
0.64104,0.41064,0.60407
0.64116,0.40907,0.60416
0.64128,0.4075,0.60425
0.64141,0.40591,0.60435
0.64153,0.40433,0.60444
0.64165,0.40273,0.60454
0.64178,0.40114,0.60464
0.6419,0.39953,0.60474
0.64203,0.39792,0.60484
0.64216,0.3963,0.60494
0.64229,0.39468,0.60504
0.64242,0.39306,0.60515
0.64255,0.39143,0.60525
0.64268,0.38979,0.60536
0.64282,0.38815,0.60547
0.64295,0.3865,0.60558
0.64309,0.38485,0.60569
0.64323,0.3832,0.6058
0.64337,0.38154,0.60591
0.64351,0.37988,0.60603
0.64365,0.37821,0.60615
0.64379,0.37654,0.60626
0.64393,0.37487,0.60638
0.64408,0.37319,0.6065
0.64422,0.37152,0.60663
0.64437,0.36983,0.60675
0.64452,0.36815,0.60688
0.64467,0.36646,0.60701
0.64482,0.36478,0.60714
0.64497,0.36309,0.60727
0.64512,0.36139,0.6074
0.64528,0.3597,0.60754
0.64543,0.35801,0.60767
0.64559,0.35631,0.60781
0.64575,0.35462,0.60796
0.64591,0.35292,0.6081
0.64607,0.35122,0.60825
0.64623,0.34952,0.60839
0.6464,0.34783,0.60854
0.64656,0.34613,0.6087
0.64673,0.34444,0.60885
0.6469,0.34274,0.60901
0.64707,0.34105,0.60917
0.64724,0.33935,0.60934
0.64741,0.33766,0.6095
0.64758,0.33597,0.60967
0.64776,0.33429,0.60984
0.64793,0.3326,0.61002
0.64811,0.33092,0.61019
0.64829,0.32924,0.61037
0.64847,0.32757,0.61056
0.64866,0.32589,0.61074
0.64884,0.32422,0.61093
0.64903,0.32256,0.61113
0.64921,0.32089,0.61132
0.6494,0.31924,0.61152
0.6496,0.31758,0.61173
0.64979,0.31594,0.61194
0.64998,0.31429,0.61215
0.65018,0.31265,0.61236
0.65038,0.31102,0.61258
0.65058,0.30939,0.6128
0.65078,0.30777,0.61303
0.65099,0.30615,0.61326
0.65119,0.30455,0.61349
0.6514,0.30294,0.61373
0.65161,0.30135,0.61398
0.65183,0.29976,0.61422
0.65204,0.29817,0.61448
0.65226,0.2966,0.61473
0.65248,0.29503,0.61499
0.6527,0.29347,0.61526
0.65292,0.29192,0.61553
0.65315,0.29037,0.6158
0.65338,0.28884,0.61608
0.65361,0.28731,0.61637
0.65385,0.28579,0.61665
0.65408,0.28428,0.61695
0.65432,0.28278,0.61725
0.65457,0.28128,0.61755
0.65481,0.2798,0.61786
0.65506,0.27833,0.61817
0.65531,0.27686,0.61849
0.65556,0.27541,0.61882
0.65582,0.27396,0.61915
0.65608,0.27253,0.61948
0.65635,0.2711,0.61982
0.65661,0.26969,0.62016
0.65688,0.26828,0.62051
0.65716,0.26689,0.62087
0.65743,0.2655,0.62123
0.65771,0.26413,0.62159
0.658,0.26277,0.62196
0.65828,0.26141,0.62233
0.65857,0.26007,0.62271
0.65887,0.25874,0.6231
0.65917,0.25742,0.62349
0.65947,0.25611,0.62388
0.65978,0.25482,0.62428
0.66009,0.25353,0.62468
0.66041,0.25225,0.62509
0.66072,0.25099,0.6255
0.66105,0.24974,0.62591
0.66138,0.2485,0.62633
0.66171,0.24727,0.62676
0.66205,0.24605,0.62718
0.66239,0.24484,0.62761
0.66274,0.24365,0.62805
0.66309,0.24246,0.62849
0.66344,0.24129,0.62893
0.66381,0.24013,0.62937
0.66417,0.23898,0.62982
0.66455,0.23784,0.63027
0.66492,0.23672,0.63072
0.66531,0.2356,0.63117
0.66569,0.2345,0.63163
0.66609,0.2334,0.63208
0.66649,0.23232,0.63254
0.66689,0.23125,0.633
0.6673,0.2302,0.63346
0.66772,0.22915,0.63392
0.66814,0.22811,0.63438
0.66857,0.22709,0.63485
0.66901,0.22608,0.63531
0.66945,0.22507,0.63577
0.6699,0.22408,0.63623
0.67036,0.2231,0.63668
0.67082,0.22213,0.63714
0.67129,0.22117,0.63759
0.67176,0.22023,0.63805
0.67224,0.21929,0.63849
0.67273,0.21836,0.63894
0.67323,0.21745,0.63938
0.67374,0.21654,0.63982
0.67425,0.21565,0.64026
0.67477,0.21476,0.64069
0.67529,0.21388,0.64111
0.67583,0.21302,0.64153
0.67637,0.21216,0.64194
0.67692,0.21132,0.64235
0.67748,0.21048,0.64275
0.67805,0.20966,0.64314
0.67863,0.20884,0.64353
0.67921,0.20803,0.64391
0.6798,0.20724,0.64428
0.6804,0.20645,0.64464
0.68101,0.20567,0.64499
0.68163,0.2049,0.64533
0.68226,0.20413,0.64566
0.6829,0.20338,0.64598
0.68355,0.20263,0.64629
0.68421,0.2019,0.64659
0.68487,0.20117,0.64687
0.68555,0.20045,0.64714
0.68623,0.19973,0.6474
0.68693,0.19903,0.64765
0.68764,0.19833,0.64788
0.68835,0.19764,0.6481
0.68908,0.19696,0.6483
0.68982,0.19628,0.64848
0.69056,0.19561,0.64865
0.69132,0.19495,0.64881
0.69209,0.1943,0.64894
0.69287,0.19365,0.64906
0.69366,0.19301,0.64916
0.69446,0.19237,0.64924
0.69528,0.19174,0.6493
0.6961,0.19112,0.64935
0.69694,0.1905,0.64937
0.69778,0.18989,0.64937
0.69864,0.18928,0.64935
0.69951,0.18868,0.64931
0.70039,0.18808,0.64924
0.70129,0.18749,0.64916
0.70219,0.1869,0.64905
0.70311,0.18632,0.64891
0.70403,0.18574,0.64876
0.70497,0.18517,0.64857
0.70593,0.1846,0.64837
0.70689,0.18404,0.64813
0.70787,0.18347,0.64787
0.70885,0.18292,0.64758
0.70985,0.18236,0.64727
0.71086,0.18181,0.64693
0.71189,0.18127,0.64656
0.71292,0.18072,0.64616
0.71397,0.18018,0.64573
0.71502,0.17964,0.64527
0.71609,0.17911,0.64478
0.71717,0.17857,0.64426
0.71827,0.17804,0.64371
0.71937,0.17751,0.64312
0.72048,0.17698,0.64251
0.72161,0.17646,0.64186
0.72275,0.17594,0.64118
0.7239,0.17541,0.64046
0.72505,0.17489,0.63972
0.72622,0.17437,0.63893
0.7274,0.17386,0.63811
0.72859,0.17334,0.63726
0.72979,0.17282,0.63637
0.731,0.17231,0.63545
0.73222,0.17179,0.63449
0.73344,0.17128,0.63349
0.73468,0.17076,0.63246
0.73592,0.17025,0.63139
0.73718,0.16974,0.63028
0.73844,0.16922,0.62913
0.73971,0.16871,0.62795
0.74098,0.16819,0.62672
0.74227,0.16768,0.62546
0.74356,0.16716,0.62416
0.74486,0.16665,0.62282
0.74616,0.16613,0.62145
0.74747,0.16561,0.62003
0.74878,0.1651,0.61858
0.7501,0.16458,0.61708
0.75143,0.16406,0.61555
0.75276,0.16353,0.61398
0.75409,0.16301,0.61236
0.75543,0.16249,0.61071
0.75677,0.16196,0.60902
0.75811,0.16144,0.60729
0.75945,0.16091,0.60552
0.7608,0.16038,0.60372
0.76215,0.15985,0.60187
0.7635,0.15931,0.59999
0.76485,0.15878,0.59806
0.7662,0.15824,0.5961
0.76755,0.15771,0.5941
0.7689,0.15717,0.59207
0.77025,0.15662,0.58999
0.7716,0.15608,0.58788
0.77295,0.15554,0.58574
0.7743,0.15499,0.58356
0.77564,0.15444,0.58134
0.77698,0.15389,0.57908
0.77832,0.15334,0.5768
0.77965,0.15278,0.57448
0.78098,0.15222,0.57212
0.78231,0.15167,0.56973
0.78363,0.15111,0.56731
0.78495,0.15054,0.56486
0.78626,0.14998,0.56237
0.78757,0.14941,0.55986
0.78887,0.14885,0.55731
0.79017,0.14828,0.55474
0.79146,0.14771,0.55213
0.79274,0.14714,0.5495
0.79402,0.14656,0.54684
0.79529,0.14599,0.54415
0.79656,0.14541,0.54144
0.79781,0.14483,0.5387
0.79906,0.14425,0.53594
0.80031,0.14367,0.53316
0.80154,0.14309,0.53035
0.80277,0.14251,0.52752
0.80399,0.14192,0.52466
0.8052,0.14134,0.52179
0.8064,0.14075,0.5189
0.8076,0.14016,0.51599
0.80878,0.13957,0.51306
0.80996,0.13898,0.51011
0.81113,0.13839,0.50715
0.81229,0.1378,0.50417
0.81344,0.13721,0.50117
0.81459,0.13662,0.49817
0.81572,0.13603,0.49515
0.81685,0.13543,0.49211
0.81797,0.13484,0.48907
0.81907,0.13425,0.48601
0.82017,0.13365,0.48295
0.82126,0.13306,0.47988
0.82235,0.13246,0.4768
0.82342,0.13187,0.47371
0.82448,0.13127,0.47062
0.82554,0.13068,0.46752
0.82658,0.13008,0.46442
0.82762,0.12949,0.46131
0.82865,0.12889,0.4582
0.82967,0.1283,0.45509
0.83068,0.12771,0.45198
0.83169,0.12711,0.44887
0.83268,0.12652,0.44576
0.83367,0.12593,0.44265
0.83464,0.12534,0.43954
0.83561,0.12475,0.43644
0.83657,0.12416,0.43334
0.83752,0.12357,0.43025
0.83847,0.12298,0.42716
0.8394,0.12239,0.42408
0.84033,0.12181,0.42101
0.84125,0.12122,0.41794
0.84216,0.12064,0.41489
0.84306,0.12006,0.41184
0.84396,0.11948,0.4088
0.84484,0.1189,0.40578
0.84572,0.11832,0.40277
0.84659,0.11774,0.39977
0.84746,0.11717,0.39678
0.84831,0.11659,0.3938
0.84916,0.11602,0.39085
0.85,0.11545,0.3879
0.85083,0.11488,0.38497
0.85166,0.11431,0.38206
0.85248,0.11375,0.37917
0.85329,0.11319,0.37629
0.85409,0.11263,0.37343
0.85489,0.11207,0.37059
0.85568,0.11151,0.36776
0.85646,0.11096,0.36496
0.85724,0.1104,0.36218
0.858,0.10985,0.35941
0.85877,0.10931,0.35667
0.85952,0.10876,0.35395
0.86027,0.10822,0.35125
0.86101,0.10768,0.34857
0.86174,0.10714,0.34592
0.86247,0.10661,0.34328
0.86319,0.10607,0.34067
0.86391,0.10554,0.33809
0.86461,0.10502,0.33552
0.86531,0.10449,0.33298
0.86601,0.10397,0.33046
0.8667,0.10345,0.32797
0.86738,0.10294,0.3255
0.86806,0.10243,0.32305
0.86873,0.10192,0.32063
0.86939,0.10141,0.31824
0.87005,0.10091,0.31587
0.8707,0.10041,0.31352
0.87135,0.09991,0.3112
0.87199,0.09942,0.3089
0.87263,0.09893,0.30663
0.87325,0.09844,0.30438
0.87388,0.09795,0.30215
0.87449,0.09747,0.29996
0.87511,0.097,0.29778
0.87571,0.09652,0.29563
0.87631,0.09605,0.29351
0.87691,0.09558,0.29141
0.8775,0.09512,0.28934
0.87808,0.09466,0.28729
0.87866,0.0942,0.28526
0.87924,0.09375,0.28326
0.87981,0.0933,0.28128
0.88037,0.09285,0.27933
0.88093,0.09241,0.2774
0.88148,0.09197,0.27549
0.88203,0.09153,0.27361
0.88258,0.0911,0.27176
0.88312,0.09067,0.26992
0.88365,0.09024,0.26811
0.88418,0.08982,0.26632
0.8847,0.0894,0.26456
0.88522,0.08899,0.26281
0.88574,0.08857,0.26109
0.88625,0.08816,0.2594
0.88675,0.08776,0.25772
0.88726,0.08736,0.25607
0.88775,0.08696,0.25444
0.88825,0.08657,0.25283
0.88873,0.08617,0.25124
0.88922,0.08579,0.24967
0.8897,0.0854,0.24812
0.89017,0.08502,0.2466
0.89064,0.08464,0.24509
0.89111,0.08427,0.2436
0.89157,0.0839,0.24214
0.89203,0.08353,0.24069
0.89248,0.08317,0.23927
0.89293,0.08281,0.23786
0.89338,0.08245,0.23647
0.89382,0.0821,0.2351
0.89426,0.08175,0.23375
0.89469,0.0814,0.23242
0.89513,0.08105,0.23111
0.89555,0.08071,0.22981
0.89598,0.08038,0.22853
0.89639,0.08004,0.22727
0.89681,0.07971,0.22603
0.89722,0.07938,0.2248
0.89763,0.07906,0.2236
0.89804,0.07873,0.2224
0.89844,0.07842,0.22123
0.89883,0.0781,0.22007
0.89923,0.07779,0.21892
0.89962,0.07748,0.21779
0.90001,0.07717,0.21668
0.90039,0.07687,0.21558
0.90077,0.07656,0.2145
0.90115,0.07627,0.21343
0.90152,0.07597,0.21238
0.9019,0.07568,0.21134
0.90226,0.07539,0.21032
0.90263,0.0751,0.20931
0.90299,0.07482,0.20831
0.90335,0.07454,0.20733
0.9037,0.07426,0.20636
0.90406,0.07398,0.2054
0.9044,0.07371,0.20446
0.90475,0.07344,0.20353
0.90509,0.07317,0.20261
0.90543,0.07291,0.2017
0.90577,0.07264,0.20081
0.90611,0.07238,0.19993
0.90644,0.07213,0.19906
0.90677,0.07187,0.1982
0.90709,0.07162,0.19736
0.90742,0.07137,0.19652
0.90774,0.07112,0.1957
0.90806,0.07087,0.19489
0.90837,0.07063,0.19409
0.90868,0.07039,0.1933
0.90899,0.07015,0.19252
0.9093,0.06991,0.19175
0.90961,0.06968,0.19099
0.90991,0.06945,0.19024
0.91021,0.06922,0.1895
0.91051,0.06899,0.18877
0.9108,0.06877,0.18805
0.91109,0.06854,0.18734
0.91138,0.06832,0.18664
0.91167,0.0681,0.18595
0.91196,0.06789,0.18527
0.91224,0.06767,0.1846
0.91252,0.06746,0.18393
0.9128,0.06725,0.18328
0.91307,0.06704,0.18263
0.91335,0.06683,0.18199
0.91362,0.06663,0.18136
0.91389,0.06642,0.18074
0.91416,0.06622,0.18012
0.91442,0.06602,0.17952
0.91468,0.06582,0.17892
0.91494,0.06563,0.17832
0.9152,0.06544,0.17774
0.91546,0.06524,0.17716
0.91571,0.06505,0.1766
0.91597,0.06486,0.17603
0.91622,0.06468,0.17548
0.91646,0.06449,0.17493
0.91671,0.06431,0.17439
0.91696,0.06413,0.17386
0.9172,0.06395,0.17333
0.91744,0.06377,0.17281
0.91768,0.06359,0.1723
0.91791,0.06341,0.17179
0.91815,0.06324,0.17129
0.91838,0.06307,0.17079
0.91861,0.0629,0.1703
0.91884,0.06273,0.16982
0.91907,0.06256,0.16934
0.91929,0.06239,0.16887
0.91952,0.06223,0.1684
0.91974,0.06206,0.16794
0.91996,0.0619,0.16749
0.92018,0.06174,0.16704
0.9204,0.06158,0.1666
0.92061,0.06142,0.16616
0.92083,0.06127,0.16573
0.92104,0.06111,0.1653
0.92125,0.06096,0.16488
0.92146,0.0608,0.16446
0.92166,0.06065,0.16404
0.92187,0.0605,0.16364
0.92207,0.06035,0.16323
0.92228,0.06021,0.16284
0.92248,0.06006,0.16244
0.92268,0.05991,0.16205
0.92287,0.05977,0.16167
0.92307,0.05963,0.16129
0.92326,0.05949,0.16091
0.92346,0.05934,0.16054
0.92365,0.05921,0.16018
0.92384,0.05907,0.15981
0.92403,0.05893,0.15945
0.92422,0.05879,0.1591
0.9244,0.05866,0.15875
0.92459,0.05853,0.1584
0.92477,0.05839,0.15806
0.92495,0.05826,0.15772
0.92513,0.05813,0.15739
0.92531,0.058,0.15706
0.92549,0.05787,0.15673
0.92567,0.05774,0.15641
0.92584,0.05762,0.15609
0.92602,0.05749,0.15577
0.92619,0.05737,0.15546
0.92636,0.05724,0.15515
0.92653,0.05712,0.15484
0.9267,0.057,0.15454
0.92687,0.05688,0.15424
0.92704,0.05676,0.15394
0.9272,0.05664,0.15365
0.92737,0.05652,0.15336
0.92753,0.05641,0.15307
0.92769,0.05629,0.15279
0.92785,0.05617,0.15251
0.92801,0.05606,0.15223
0.92817,0.05595,0.15196
0.92833,0.05583,0.15169
0.92849,0.05572,0.15142
0.92864,0.05561,0.15115
0.92879,0.0555,0.15089
0.92895,0.05539,0.15063
0.9291,0.05528,0.15037
0.92925,0.05518,0.15012
0.9294,0.05507,0.14987
0.92955,0.05496,0.14962
0.9297,0.05486,0.14937
0.92984,0.05475,0.14913
0.92999,0.05465,0.14889
0.93013,0.05455,0.14865
0.93028,0.05444,0.14841
0.93042,0.05434,0.14818
0.93056,0.05424,0.14795
0.9307,0.05414,0.14772
0.93084,0.05404,0.14749
0.93098,0.05394,0.14727
0.93112,0.05385,0.14705
0.93126,0.05375,0.14683
0.93139,0.05365,0.14661
0.93153,0.05356,0.14639
0.93166,0.05346,0.14618
0.9318,0.05337,0.14597
0.93193,0.05327,0.14576
0.93206,0.05318,0.14555
0.93219,0.05309,0.14535
0.93232,0.053,0.14515
0.93245,0.0529,0.14495
0.93258,0.05281,0.14475
0.93271,0.05272,0.14455
0.93283,0.05264,0.14436
0.93296,0.05255,0.14416
0.93308,0.05246,0.14397
0.93321,0.05237,0.14378
0.93333,0.05228,0.1436
0.93345,0.0522,0.14341
0.93357,0.05211,0.14323
0.9337,0.05203,0.14305
0.93382,0.05194,0.14287
0.93393,0.05186,0.14269
0.93405,0.05178,0.14251
0.93417,0.05169,0.14234
0.93429,0.05161,0.14216
0.9344,0.05153,0.14199
0.93452,0.05145,0.14182
0.93463,0.05137,0.14166
0.93475,0.05129,0.14149
0.93486,0.05121,0.14133
0.93497,0.05113,0.14116
0.93509,0.05105,0.141
0.9352,0.05097,0.14084
0.93531,0.05089,0.14068
0.93542,0.05082,0.14053
0.93553,0.05074,0.14037
0.93564,0.05066,0.14022
0.93574,0.05059,0.14006
0.93585,0.05051,0.13991
0.93596,0.05044,0.13976
0.93606,0.05037,0.13962
0.93617,0.05029,0.13947
0.93627,0.05022,0.13932
0.93638,0.05015,0.13918
0.93648,0.05007,0.13904
0.93658,0.05,0.1389
0.93668,0.04993,0.13876
0.93679,0.04986,0.13862
0.93689,0.04979,0.13848
0.93699,0.04972,0.13835
0.93709,0.04965,0.13821
0.93718,0.04958,0.13808
0.93728,0.04951,0.13795
0.93738,0.04944,0.13782
0.93748,0.04937,0.13769
0.93757,0.04931,0.13756
0.93767,0.04924,0.13743
0.93777,0.04917,0.13731
0.93786,0.04911,0.13718
0.93796,0.04904,0.13706
0.93805,0.04897,0.13694
0.93814,0.04891,0.13681
0.93824,0.04884,0.1367
0.93833,0.04878,0.13658
0.93842,0.04872,0.13646
0.93851,0.04865,0.13634
0.9386,0.04859,0.13623
0.93869,0.04853,0.13611
0.93878,0.04846,0.136
0.93887,0.0484,0.13589
0.93896,0.04834,0.13578
0.93905,0.04828,0.13567
0.93913,0.04821,0.13556
0.93922,0.04815,0.13545
0.93931,0.04809,0.13534
0.93939,0.04803,0.13524
0.93948,0.04797,0.13513
0.93956,0.04791,0.13503
0.93965,0.04785,0.13493
0.93973,0.04779,0.13483
0.93982,0.04773,0.13473
0.9399,0.04768,0.13463
0.93998,0.04762,0.13453
0.94006,0.04756,0.13443
0.94015,0.0475,0.13433
0.94023,0.04744,0.13424
0.94031,0.04739,0.13414
0.94039,0.04733,0.13405
0.94047,0.04727,0.13396
0.94055,0.04722,0.13387
0.94063,0.04716,0.13378
0.9407,0.0471,0.13369
0.94078,0.04705,0.1336
0.94086,0.04699,0.13351
0.94094,0.04694,0.13342
0.94101,0.04688,0.13334
0.94109,0.04683,0.13325
0.94117,0.04677,0.13317
0.94124,0.04672,0.13308
0.94132,0.04666,0.133
0.94139,0.04661,0.13292
0.94147,0.04655,0.13284
0.94154,0.0465,0.13276
0.94162,0.04645,0.13268
0.94169,0.04639,0.1326
0.94176,0.04634,0.13252
0.94183,0.04629,0.13245
